,Y_real
20087,1
22792,1
25132,0
24183,0
27041,1
17848,1
20335,1
9005,0
19270,1
7551,0
14454,1
18343,1
29268,1
8325,1
26383,0
1449,1
21648,0
20649,0
28265,1
5951,1
15012,0
10958,0
14972,0
1999,0
19551,0
12680,0
8847,0
18573,1
27603,0
781,1
24763,1
20296,1
24392,1
25437,0
17264,1
14220,0
27118,0
19607,0
6137,1
14807,0
20716,1
14718,1
18091,0
19737,0
6017,0
3587,1
17447,0
13629,0
21095,0
6706,0
27844,0
22571,0
11275,0
27111,0
25101,0
736,1
17740,1
19666,0
1173,1
21840,0
3506,1
21895,0
29958,0
15715,0
22740,0
22339,0
11972,1
23819,0
26313,1
21443,1
28705,1
19501,0
28619,0
5618,1
1942,0
24066,0
2558,0
14787,0
2517,1
17111,0
28790,0
7942,1
13273,0
20844,0
11330,0
975,0
19963,1
15833,0
10424,0
13456,1
27161,0
2801,0
14703,0
26333,1
18060,0
751,0
22613,0
6460,1
6186,1
16946,0
9578,0
19268,0
15300,0
3949,0
4222,0
16256,0
21047,0
25093,0
25516,0
995,0
4796,1
13617,0
2290,1
20668,1
25339,1
9548,1
8281,0
3604,0
14644,0
21072,0
14889,0
16888,0
2783,1
12919,0
24348,0
23870,1
8143,1
26754,1
185,0
28434,0
12930,0
1536,0
21257,1
557,0
21794,1
20213,1
19107,0
27036,1
9802,0
13561,0
28956,1
17200,0
15054,1
10768,0
13318,0
23786,0
20360,1
8216,0
15,1
17306,1
24097,0
11362,0
513,0
27275,1
22040,0
18729,1
22762,0
29164,0
2531,1
520,1
12376,0
8621,0
29468,0
12732,0
3774,0
3109,0
3183,0
13850,0
26307,1
21201,1
1566,1
15097,1
28505,0
29538,0
4708,0
24185,1
12461,0
486,0
18273,1
26360,0
22752,0
26552,0
341,0
589,0
11022,0
22452,0
5849,1
9609,1
24846,0
4707,1
8740,0
13906,0
5276,0
24667,1
12377,0
14206,0
7667,0
17058,0
17435,0
17235,0
9275,1
18482,0
21106,0
9970,1
1386,0
27577,1
13058,0
3361,0
8288,0
20257,0
10641,0
13901,1
16323,0
11192,0
23451,0
15144,0
8329,1
15477,0
26096,0
2051,1
29870,0
19577,0
10937,1
19130,0
7240,0
14489,1
7609,1
10470,0
12781,0
15139,0
7771,1
5125,1
12183,1
9843,0
8952,1
17620,0
24307,1
20494,0
26206,0
5961,1
2722,0
5289,0
1615,1
26200,0
27002,1
24764,0
7886,1
2966,1
23006,1
19700,1
11913,1
7644,1
25571,0
20195,0
18858,0
20,1
4913,0
13104,0
18670,1
8896,1
29650,0
25549,1
18571,1
4582,1
10862,1
23444,0
13298,1
21564,0
28827,1
19972,1
28116,1
16108,0
23188,0
16362,0
27173,1
28514,1
2556,0
23323,0
24450,1
29815,0
17684,1
29977,0
10948,0
12192,1
6993,0
12533,0
21942,0
906,0
15186,0
1560,0
28392,0
18167,0
5669,0
4069,0
20861,0
27247,0
22447,0
1575,1
22135,1
4022,0
20786,0
28960,0
23483,1
18799,0
25880,1
24636,0
917,0
25567,1
21561,0
20266,1
13075,0
29537,0
26795,1
4037,1
384,1
4715,1
20291,0
13517,0
7237,1
11547,1
11656,0
28424,0
28201,0
7677,1
10661,0
12396,1
15023,0
20154,1
23204,0
14110,1
19748,0
7101,0
16577,0
24157,1
2926,0
10153,1
11466,0
29171,0
19507,1
19147,0
15117,0
1702,0
6648,0
3580,0
15108,0
10923,1
23793,1
27708,1
9488,0
21503,1
10286,0
20739,1
542,1
18103,0
14797,1
624,0
12050,1
25356,1
27592,1
19670,1
22734,0
11063,0
4966,1
4270,0
17802,0
11381,0
26407,0
4706,1
15844,0
22216,0
17209,1
26270,0
26454,0
16182,1
26268,0
270,0
11451,1
26034,0
16598,1
10778,0
27671,1
16239,0
18924,0
9636,0
16786,1
24631,0
14458,0
11826,0
16232,0
1510,1
5896,1
5673,0
15588,0
18056,0
15420,1
922,0
29877,1
18154,1
16475,0
29659,1
22983,1
25186,0
5540,0
469,0
9888,1
16965,0
28915,1
5734,1
14599,0
26611,0
5551,1
18579,1
21003,0
22876,0
23881,0
24114,0
13491,1
18402,0
24251,1
538,0
27386,0
22906,0
12841,0
16584,1
22364,1
24333,0
14709,1
5898,0
28534,1
15925,0
1855,1
8781,0
12477,0
25337,1
11655,0
6456,0
22311,0
22917,0
17357,1
1540,0
8351,1
21050,1
19828,0
9055,0
20974,0
21995,1
5771,0
16867,0
21053,1
4699,0
578,1
24938,0
20282,1
9822,1
16429,0
10619,0
8654,0
10239,0
3988,0
14058,1
5819,0
28671,0
17288,0
6654,0
12512,0
12705,0
7945,1
23743,0
26022,1
7411,1
23084,0
12983,0
3373,1
20264,0
18951,0
10158,1
25231,1
22627,0
11206,1
22420,1
6298,1
23517,1
20015,0
29824,0
7879,0
11923,0
27953,1
12500,1
28973,1
25747,0
16000,1
1780,0
22486,0
26989,1
66,1
9335,0
15082,0
4141,0
19065,0
2152,0
6162,0
9263,0
17932,0
22990,0
16977,0
207,1
9687,1
21842,0
5572,0
21359,1
23186,1
16236,1
29080,1
27561,0
29361,0
14796,1
3212,1
1984,1
12621,1
27863,0
20858,0
23576,1
12310,0
14877,0
24221,1
1147,0
24132,0
11320,0
14977,1
17820,1
8787,0
3780,0
18653,0
8320,0
22491,1
1218,1
17130,1
26744,0
24082,0
28728,0
28885,0
3176,0
13633,0
14099,0
21948,0
27856,0
28274,0
7813,1
14246,1
21242,0
11691,0
24985,0
6959,0
1736,0
5199,1
28060,0
15313,1
3425,0
20324,1
22923,1
17987,0
29147,0
2445,0
19977,0
4336,1
12358,1
9423,1
7465,0
16569,0
5132,1
3057,0
20051,1
29305,0
14850,0
28017,0
29273,1
29755,0
1498,1
23321,1
19369,0
998,0
16477,0
17597,0
1609,0
3312,0
7279,0
5810,0
22402,0
20243,0
20536,1
9984,1
12586,0
18063,1
9103,1
6019,1
4340,1
13882,0
4123,0
8951,0
4808,0
1206,0
19743,0
640,0
26532,0
13676,1
27371,1
2050,1
9039,0
9222,0
24701,0
703,1
5164,0
1067,1
14384,1
7526,1
25800,1
28663,1
13464,1
12986,1
9778,1
8433,1
15997,0
24128,0
10047,0
20769,1
19320,1
8853,0
15163,0
17511,1
14036,1
12400,1
26591,0
17459,0
16505,0
27276,1
8678,0
19088,1
2352,0
18016,0
1763,1
20985,1
1329,0
4563,0
671,0
12594,1
7298,0
9001,0
9344,1
2106,0
18928,0
2794,0
6314,0
6268,0
8917,0
25155,0
13080,0
22333,1
6982,1
338,0
2996,1
23797,0
6493,1
9061,0
12254,1
22450,1
21307,1
25400,1
18973,0
1255,0
10563,0
16331,0
14370,0
3431,0
4149,0
24811,0
27459,1
24292,0
13103,0
7507,1
16512,0
11807,1
9169,0
19361,0
27431,0
29123,1
2467,0
20543,0
7754,0
20580,0
5902,0
18157,1
20977,0
4937,0
24284,0
25192,1
1950,0
29856,0
11989,1
3950,1
5829,0
4842,0
25857,0
28946,0
11287,1
3717,1
21894,1
13447,0
1100,0
22172,0
3049,1
23202,1
10946,1
16626,0
23250,0
11303,1
28788,1
11963,1
23437,0
25613,0
26425,0
12134,1
8671,0
2555,0
5290,1
597,1
15235,0
5634,0
2822,0
24918,1
25007,0
16387,1
613,1
6210,0
9499,0
20947,1
13247,1
9167,0
24778,0
17589,0
45,1
1823,1
14722,1
29195,1
24366,0
14822,1
29285,1
24676,0
11221,0
20236,1
3098,1
13284,0
16770,0
925,0
8277,1
26857,0
13821,0
29782,1
6844,1
22575,0
4334,1
6014,1
14107,1
16555,1
19620,1
522,1
14981,1
14730,1
22731,0
21654,1
14424,1
25663,0
9165,1
16465,1
8227,1
3769,0
5284,0
7010,1
7309,1
2357,1
24055,0
13999,1
6488,0
29450,0
877,1
11567,1
15690,0
19091,1
22591,0
22846,0
16038,0
16749,1
15207,1
940,0
16297,0
17862,1
15734,0
18283,1
9,1
27326,1
4335,0
17604,0
18652,0
13489,0
21705,0
8420,0
29846,1
8547,1
4156,1
10058,0
1212,1
13634,1
1281,0
17671,1
24393,0
29344,1
19933,1
5348,1
18687,1
14723,1
22598,0
1098,1
28073,0
1252,1
12998,1
7121,1
27128,0
8699,0
9392,0
22884,1
15170,0
4546,1
15381,0
7208,1
20463,0
29140,0
20711,1
9815,1
27797,1
20151,1
8715,0
25408,0
18235,0
9316,1
29340,1
26180,0
26489,0
22825,0
3218,1
21371,0
20914,0
18226,1
23879,0
7682,1
6274,0
12527,1
23168,0
25528,0
1962,0
12097,1
9821,0
11765,1
5302,1
286,0
21041,0
16769,1
25349,1
12945,1
29328,0
11081,0
29404,1
29260,0
23591,0
25019,0
17443,0
29206,1
24779,0
12644,0
13169,1
25294,1
7881,0
6855,0
6892,0
24759,1
5672,1
5741,0
5519,0
5340,1
2681,1
11857,1
16013,1
8241,0
1282,1
10981,1
29205,0
16671,1
12249,0
24544,0
29333,0
28249,1
13142,0
21069,0
7420,0
25417,0
264,0
27011,1
10717,1
7418,1
27265,0
11030,0
12362,0
25121,1
3063,1
24859,1
4064,0
16812,0
6111,0
24549,1
7095,0
23033,0
26095,0
12994,1
17457,0
11215,1
4158,1
6386,1
7874,1
5192,0
24647,1
4319,1
1272,0
4952,0
13212,0
4575,1
2988,0
18044,1
3461,1
3549,0
22820,0
19023,1
25448,0
5978,0
27719,1
24912,0
6265,1
28105,1
29737,0
7238,1
15338,0
2068,1
5837,1
3173,1
12138,0
21360,0
23336,1
2374,0
29108,0
28678,1
28890,1
16578,0
383,0
26088,0
18134,0
12305,1
22245,0
26347,1
22799,1
27548,0
15008,1
6816,1
24785,1
5880,0
15979,0
10916,0
15037,1
17101,0
17259,0
11409,0
22523,0
28034,1
15513,0
6552,0
27864,0
14742,1
4120,1
9235,0
16059,0
366,0
11309,1
19734,0
24484,0
23659,0
19002,1
17245,0
26406,1
7810,0
6887,0
22301,0
25651,1
17652,1
28866,0
3315,0
27858,0
9577,0
29904,0
9422,1
13784,0
24381,1
21806,0
6233,1
17363,1
8830,0
24466,1
16871,0
27710,1
17133,0
26610,0
27704,1
17120,0
4453,0
9630,0
28831,0
133,1
27750,1
28375,0
3751,0
14750,0
20569,1
19184,1
20900,1
18524,0
8192,0
24741,1
27938,0
22687,0
12049,0
21245,0
11594,0
21893,1
1037,1
7850,0
5371,0
1268,0
17458,1
333,0
20841,1
1801,1
9748,1
6791,0
3178,0
27965,1
4525,1
14292,1
3225,1
22346,0
6639,1
10296,1
25454,0
25758,0
26692,0
12801,1
18535,0
18972,0
11272,1
10428,1
11888,1
1964,0
13744,1
28176,0
3992,1
9837,0
9266,0
28041,1
6732,1
23923,0
21381,1
10341,0
24387,0
7767,0
19511,0
24253,1
3761,0
26321,0
14567,0
8939,1
15017,0
26059,1
13267,0
8966,1
24000,1
8083,0
19355,1
13580,0
14440,0
1967,1
13838,1
13989,1
24819,1
23141,0
523,0
9440,0
9867,1
27912,1
3116,0
16500,1
17379,1
24374,0
6240,1
4529,0
28055,0
29618,1
21698,0
6432,0
20555,0
13572,0
24984,0
4999,0
5247,1
7255,1
7440,0
8709,0
7114,1
1512,1
29905,1
5686,1
26594,0
6099,0
24882,0
929,1
24534,0
1956,0
14233,0
9522,1
25702,1
24401,1
29927,0
10472,1
6979,1
15036,1
14819,1
24115,1
19446,1
5422,0
6620,1
17974,1
336,1
19553,0
18680,1
4485,0
23235,0
12933,0
28391,0
11642,1
4639,0
12819,0
29034,1
29230,1
7858,0
20418,0
5311,1
29179,1
10848,0
15808,1
21251,0
1706,1
15646,1
8162,1
21010,0
14596,1
18130,1
15716,1
3401,0
12667,0
5928,1
29318,1
21176,0
7709,0
25441,1
16508,0
4866,1
9751,0
22105,1
262,0
4383,0
11064,0
20229,0
4983,1
28029,1
26402,0
15710,1
27998,0
5033,1
27089,0
16060,0
29757,0
21084,1
3956,0
16688,1
6802,1
18742,0
16621,1
4746,0
26177,1
11626,1
25882,1
5719,0
3188,0
11073,1
1978,0
21012,0
8398,0
6899,1
15195,1
5435,1
9847,1
3974,0
18820,0
70,0
26050,1
28382,0
23776,0
763,0
7685,1
13256,0
13201,1
7491,1
18001,0
23094,0
22387,1
27423,1
27770,1
19604,1
26538,1
26104,1
25550,0
5345,1
16756,0
3311,0
15681,0
28449,1
6622,0
10740,0
615,1
4774,1
11433,1
16802,1
12679,0
5861,0
27348,0
10884,0
21202,1
19569,1
22529,0
16731,0
29767,0
27466,0
8722,0
23719,1
15971,0
13202,0
2041,0
26639,1
21179,1
24989,0
27884,1
25992,1
23234,1
12269,1
25984,0
972,0
23267,0
28657,0
10229,0
8854,0
25368,0
19936,1
20423,0
14551,1
29552,0
46,0
19908,1
6131,0
18841,1
21762,0
26405,1
27703,1
23092,1
14055,1
19980,1
24472,0
12455,0
7203,1
25170,1
15701,0
27985,0
7841,0
4745,1
10549,1
24069,1
18267,0
24739,0
21580,0
10587,1
24449,0
13335,0
5383,0
15980,0
15559,1
23422,1
12794,1
5777,1
18819,0
3421,0
9309,0
7174,1
9282,0
10851,0
14672,1
19564,0
21742,0
19991,0
23199,1
20216,0
27395,1
24674,1
26791,0
21016,0
3791,1
5811,0
16442,0
10770,1
9246,0
6472,0
23738,0
29165,0
1641,0
16540,1
20773,1
4730,0
12904,0
2214,0
16107,1
17733,1
19090,1
6583,0
1122,0
23673,1
13889,1
7657,1
27873,0
24006,1
18622,0
1901,1
14896,0
5314,0
2648,0
24085,0
3698,0
28360,0
28679,0
879,0
12300,0
25418,0
21344,0
11269,1
7843,0
27571,0
25043,1
23886,1
179,1
14605,0
28936,0
4415,0
16203,1
29339,1
29632,0
18684,0
10700,0
19917,0
6313,1
25167,0
3467,1
28846,0
12901,0
11817,0
24259,0
11733,1
28924,0
29924,0
10603,1
14251,1
14291,0
18673,0
2917,1
15321,1
8645,0
4646,0
4378,1
24617,0
23636,1
4255,0
37,0
14446,0
17273,1
24595,1
14827,1
2259,0
15989,1
21647,1
18943,0
2668,1
23088,0
7079,0
6357,1
7024,0
20692,0
16417,0
4971,1
19793,1
7668,1
25197,0
8223,1
14537,1
20683,1
24737,0
4292,0
20744,1
12889,0
11253,0
15691,0
12364,0
28222,0
28570,1
17571,0
14046,0
10983,0
11198,0
26798,0
15260,1
21031,0
6871,1
11628,0
21293,1
11142,1
13954,0
2466,1
8607,1
14428,1
18281,1
25979,0
10943,0
7722,1
10580,0
2167,1
19281,1
18586,1
29228,0
27963,1
4444,0
10921,1
5261,1
29971,1
15231,1
12721,1
3287,0
28694,1
7380,1
20758,0
26042,1
13342,0
21489,0
5456,1
25502,1
12370,1
3032,1
29783,0
18946,0
10183,1
23826,1
6859,1
13060,0
16579,0
7087,0
13380,0
27279,1
6343,0
4365,0
6450,1
950,0
24932,1
5702,0
26152,0
9233,0
8392,0
15059,1
14588,1
21448,0
24009,0
26815,0
26073,1
4773,1
2331,0
22475,1
25666,1
5335,0
14153,0
5616,1
21660,0
20043,0
2730,1
27752,0
6215,0
10994,0
29823,0
6877,0
24394,1
17413,0
20140,0
9018,0
10769,0
27594,1
7996,0
5150,1
5257,1
5742,0
21986,0
1207,0
15024,1
1571,1
26733,0
29449,1
23549,1
6920,0
20362,1
11653,0
11069,1
12293,1
13649,1
16474,0
23063,1
22589,1
9557,1
25694,0
12899,1
3871,1
28900,0
526,1
24060,0
19316,0
740,1
21217,0
23578,1
229,1
1503,1
24761,1
25235,1
15600,0
23656,1
19595,0
23788,1
9773,0
21833,0
178,0
16113,1
16863,0
24570,0
16192,0
4128,1
5349,0
13602,0
1592,1
13729,0
7646,0
12137,0
28136,1
28805,1
3706,0
20278,0
821,1
24104,1
22686,0
5707,1
15169,0
19554,0
6795,0
936,0
15414,1
18636,0
15684,0
9217,0
25360,0
18791,0
4074,0
13571,0
3547,1
21419,0
18866,0
19708,1
24282,0
1923,1
18527,1
24561,0
23552,0
3940,1
4102,1
4211,0
27491,1
5802,0
8581,1
24211,0
10947,0
592,1
9516,0
28707,0
7081,1
15882,1
13640,1
24092,1
17716,1
28779,1
21776,0
6582,0
518,0
15451,0
10129,0
277,0
9728,1
7348,0
17371,0
11119,0
26758,0
4668,1
25422,0
27695,0
7967,0
610,0
21849,1
9478,0
571,1
28988,1
2672,0
7041,1
22443,0
5716,0
8243,0
22832,1
12024,1
10004,1
10355,1
16527,0
14854,1
17513,1
13727,0
28533,0
1355,1
23297,0
29556,0
25701,1
17137,1
5339,0
29516,0
9893,0
28023,0
655,0
2085,0
14655,1
29368,0
18137,0
6353,1
334,0
24767,1
23968,0
26057,1
20944,1
7715,0
19561,0
16701,0
16607,0
28686,1
27139,0
13442,1
18237,0
9123,0
2354,0
1464,0
13002,0
13375,1
29119,1
23343,1
26294,1
9575,0
9665,0
25931,0
25024,1
12615,0
29126,0
63,0
16264,1
28156,0
11530,1
20365,1
15762,0
11082,0
3263,0
17010,1
27001,0
9264,1
27521,0
25495,0
2572,0
16694,1
7512,1
11797,1
10246,0
11890,0
18045,0
11734,1
4962,1
17082,1
6680,1
15558,1
26986,1
27941,0
13828,0
19438,0
20924,0
12329,1
19915,0
28690,1
16106,0
28453,0
28234,1
15193,1
29011,0
25153,1
7906,0
4583,0
20150,1
11005,0
10425,0
4697,0
16308,0
27658,1
26117,0
14727,0
18883,1
7488,0
12547,0
24182,0
11326,0
3137,1
5023,1
8160,0
16704,0
5845,0
1624,0
17868,0
11856,1
22904,0
2707,0
6751,0
5629,1
19076,0
3805,0
17092,0
16589,0
29420,1
4467,0
22716,0
13956,1
8617,1
7330,0
6785,1
14117,0
27640,0
20932,0
25371,1
21797,1
14154,1
13802,1
12177,0
13163,0
11367,0
3897,1
21659,1
18039,0
18744,0
23252,1
12769,1
8527,1
19855,1
22492,1
22623,0
18958,0
13856,1
19293,0
17416,1
20171,0
13504,0
5100,0
11573,0
8738,1
18642,1
8942,1
9827,0
85,0
10102,0
9215,0
28721,0
1872,0
4753,0
22915,1
26318,0
24235,1
26283,1
7404,0
735,1
20688,0
4172,0
26478,1
21715,1
14253,1
14372,0
1481,0
8643,0
20492,1
2343,0
26645,0
6655,0
7755,1
5814,1
19791,1
29470,0
19243,1
2790,1
20891,0
9673,1
8483,0
9711,1
23942,1
20516,1
28631,0
19550,1
22865,1
12758,1
2640,0
19704,1
17971,0
18105,1
1501,0
25278,0
15819,1
9732,1
5625,0
12530,1
17152,0
10069,1
19167,1
21853,0
5644,0
12225,0
13431,0
14279,1
19782,0
21706,1
3749,1
20840,0
2557,1
4119,0
3991,1
25717,1
21550,0
29375,1
27751,1
17336,0
332,1
11470,1
23677,1
1681,1
29142,0
15105,1
9141,1
16490,0
14881,0
20916,1
851,0
29005,0
255,0
4234,0
12911,0
24807,0
1000,1
8492,1
25560,0
6697,0
12423,0
3157,0
8899,1
25886,0
10832,1
11461,1
26736,1
6589,0
14161,1
4618,0
7252,0
19484,0
9237,0
13898,0
26722,0
21225,0
27955,1
18254,1
27124,1
14199,1
26657,0
28172,1
29901,0
7119,0
7873,1
4348,0
10031,0
15899,0
15789,1
17140,0
14593,1
11130,0
9020,0
14235,0
4019,0
19247,1
22294,0
12699,0
12392,0
28085,0
15025,0
7748,1
8811,1
18674,1
10577,1
16438,1
16562,0
5643,0
25225,1
2583,1
2671,0
5249,0
5070,1
4021,0
12717,0
11473,1
2230,0
29689,0
1924,1
16945,1
13206,1
28814,0
23220,0
18899,0
9632,1
2308,0
22170,0
16335,0
22609,1
27754,1
14894,0
17666,0
4093,1
16650,1
8979,0
10919,1
668,1
2857,0
7284,1
19797,1
15622,0
15891,1
666,0
25077,0
27127,0
18362,0
26107,1
14684,0
16431,0
3450,0
9647,1
3340,0
29603,1
23521,1
22456,0
25263,1
22265,0
24096,0
4239,1
20260,1
2590,1
18484,0
3449,1
28932,1
25541,0
15357,0
23359,1
8437,0
20749,1
4589,0
20319,1
15528,0
21427,0
15181,0
28624,1
28043,0
5595,1
17308,0
12877,0
5002,1
13700,1
24970,0
26644,1
28273,0
4655,0
29202,0
28506,1
23228,1
5237,1
26030,0
27213,1
29497,0
16347,1
6369,1
24950,1
19993,1
18604,0
17803,0
26659,1
7536,0
24552,1
29317,1
14971,0
22481,0
1754,1
25792,0
15668,0
24858,1
897,0
28797,0
5977,0
6172,1
11666,0
6256,0
18381,1
1036,0
13716,0
18624,1
25012,0
13495,1
2095,0
15425,0
16538,1
16836,1
6306,0
20810,0
3803,0
23765,1
22279,0
6633,1
16983,0
25159,1
23648,1
5602,1
25811,1
18373,0
6838,1
29324,1
12065,1
22636,0
19752,1
7229,1
4110,0
1367,0
12327,1
24212,0
6913,0
24675,1
23663,0
12142,0
5917,1
21945,0
22219,1
24174,0
26632,0
14476,0
4686,0
2623,0
10908,0
6827,0
16174,0
27178,0
29483,0
11695,1
24437,1
11886,0
11148,1
14175,0
29371,0
1860,0
24754,0
29569,0
374,1
8561,0
6867,1
12823,1
14698,1
8016,1
7156,0
10807,0
682,1
7137,1
6703,0
13136,1
16377,0
9451,0
25775,1
7961,0
27665,1
1270,1
11519,1
29685,1
2249,0
14025,0
20928,0
715,0
12895,0
27003,1
20631,1
113,1
10609,0
2314,0
16388,1
13409,0
5336,0
4545,0
21416,1
20662,0
7656,0
22124,1
25223,1
12247,1
4758,0
10494,1
25284,1
12770,0
5877,0
1809,0
1315,0
5609,1
14974,1
3052,0
10860,1
4850,0
10706,0
22793,0
23861,0
1945,0
10322,0
23216,1
22286,0
12235,0
15180,1
8983,0
5663,0
644,1
5039,1
17697,0
22310,0
29481,0
15478,1
21690,0
27978,1
27166,1
11430,1
23385,0
15526,0
6652,1
7106,1
14714,0
8404,1
17421,0
13528,1
18833,0
12482,0
5968,1
24616,0
20972,1
9443,0
25554,0
5062,0
24772,1
21691,0
17250,0
29733,1
23567,1
13356,0
8571,0
17158,0
16771,1
20664,1
23682,0
22088,0
26285,1
13861,1
19351,0
15831,1
6371,0
8807,0
8059,1
15951,0
21707,0
27520,0
22941,0
17320,0
7423,1
24944,0
1399,1
24602,0
12580,1
19685,0
7000,0
19164,0
22122,0
9127,1
16879,0
14111,1
3127,1
14580,1
19839,1
1157,0
21343,1
29173,1
2070,0
19112,1
28531,0
15078,0
25265,0
8890,0
24477,0
16857,0
5410,0
17161,0
25086,1
27529,1
27924,0
11643,0
18637,1
26220,0
29229,0
24080,0
10257,1
24606,1
8870,0
19794,1
25674,0
25712,1
9520,0
17505,0
1888,0
10026,1
9081,1
8030,1
25491,0
26235,0
17463,1
4420,0
3146,0
16047,1
17548,0
17190,1
27385,0
24365,1
2216,0
16551,0
26677,0
19556,1
10111,1
29712,0
11672,0
8313,0
87,1
17930,0
6934,1
28212,0
24572,1
14002,0
24409,1
14579,1
12616,0
777,1
8079,0
23707,0
27539,1
4400,1
19493,0
18412,0
9424,0
13950,1
10419,0
21198,0
24548,1
11442,1
15259,0
22503,1
20534,1
16580,0
25271,1
16290,1
7849,1
14068,0
19143,1
17665,0
10723,0
27843,0
15700,0
13345,0
24524,0
21500,1
12148,0
23382,0
7712,1
26007,0
8213,0
27235,1
20452,0
4820,0
24246,0
12955,1
22366,1
7472,0
22224,1
19166,0
20751,0
26039,0
13664,0
573,1
14350,0
4964,1
8206,0
28058,0
21391,0
4244,1
7540,0
25015,1
4965,0
29670,1
20627,0
21341,0
17537,0
7273,1
20466,1
19456,1
9937,0
11921,0
28627,0
18725,0
23681,1
843,1
11385,1
27732,0
13106,1
27425,1
1197,0
1559,1
24905,0
9699,1
1458,1
12480,0
10976,0
25573,1
22474,0
1903,0
29197,0
5785,1
2199,1
17886,1
16783,0
25461,0
19459,1
8965,1
5351,0
16653,0
15173,1
26708,1
19517,1
5816,0
440,1
5767,0
22137,1
22056,0
7321,1
2833,0
27345,1
19548,0
2786,0
398,0
20953,0
17872,1
5117,1
9297,0
4201,0
29965,0
12445,0
27519,0
5730,1
27498,0
25381,1
19818,0
1889,0
18314,0
1528,1
27317,1
22881,0
27406,1
7311,0
22331,0
11792,1
22221,1
23227,1
8985,0
29116,1
11928,1
27872,0
4992,1
4324,1
22896,1
20603,1
25929,0
8602,0
9527,1
3378,1
6475,0
18166,0
2770,1
28268,1
4468,0
11625,0
1670,0
4517,1
2920,0
4178,0
24665,1
26955,1
17577,0
1678,1
25030,1
1071,1
21927,1
7821,0
11652,0
8026,0
20148,1
17489,1
16082,0
4078,1
14527,0
2847,0
27555,1
10973,1
6878,1
15532,1
5939,1
21385,0
8685,1
18648,0
1748,0
20770,1
26140,1
16195,1
15224,0
7244,0
13006,0
18862,1
29642,1
3742,0
9464,1
3875,0
22379,1
21941,0
27670,1
4879,1
1599,1
4449,0
18650,0
16858,1
17091,1
21445,0
28536,1
12438,0
11308,1
17017,1
10062,0
17831,1
28729,0
5065,0
15348,1
19390,0
435,1
27249,0
16143,0
29245,1
7750,1
25161,1
8295,0
7625,0
12429,0
5092,0
17268,0
4764,0
23988,0
5090,0
14984,0
8302,1
1667,1
12241,1
13754,1
11278,1
21348,0
4574,0
26609,0
16310,1
25601,0
6936,0
18351,1
380,1
19893,1
15699,1
12039,0
17114,0
14377,1
1102,0
25474,1
27230,1
16828,0
3679,1
25981,0
5933,1
5207,1
24821,1
6584,0
17064,0
5118,1
16664,1
5380,1
16361,0
25889,0
24263,1
2925,0
18467,1
12404,1
21716,0
5723,1
12402,0
22059,0
14038,1
18248,0
29389,1
29606,1
17988,1
24316,1
25466,1
175,0
3777,1
28131,0
9192,0
9418,0
8464,1
5527,1
23022,0
19314,1
8550,0
18842,0
13612,0
14399,0
9492,1
28618,0
927,0
3492,1
3555,0
8993,0
21712,0
16343,0
4547,1
13768,0
20525,1
2679,1
11955,1
26143,1
29510,0
23981,1
5681,1
10664,0
907,1
5490,0
7490,1
12931,1
11611,1
3948,1
17963,0
7016,0
16682,0
11256,0
6699,0
19394,0
13743,1
16285,1
807,0
23653,0
4478,0
698,0
8312,0
2497,0
10871,1
16565,0
26822,1
22469,0
1361,0
29644,0
10950,0
19423,0
3406,1
856,0
1973,1
17050,1
15960,0
15447,0
9963,0
7375,1
28645,0
13923,1
21551,1
8686,1
26728,1
15479,0
7436,1
8552,1
9872,0
17103,0
13426,1
2269,1
19694,0
7018,0
8986,1
21864,0
3695,0
9190,1
19761,0
27142,1
12459,0
527,1
10783,1
26151,0
805,1
10591,0
20663,1
17383,1
13322,1
23869,1
58,0
17558,1
24048,1
24022,0
10841,1
25953,0
26896,1
18613,1
13020,1
17763,0
3107,1
25041,0
10017,1
2844,1
27768,0
1774,0
21380,0
4814,0
27707,0
280,0
29922,1
9707,0
21254,1
8984,0
7984,0
15936,1
3126,0
19335,1
728,0
21405,0
18031,1
1971,1
22994,1
24992,0
18991,0
17659,0
29315,0
18277,0
2738,1
10515,1
12921,1
5887,0
6016,0
28432,0
11542,0
18738,1
26584,0
24693,1
27077,1
14910,1
17326,0
16169,1
4870,1
1786,0
27269,1
22947,0
909,1
22532,0
7262,0
20889,1
29181,0
16699,0
14317,1
1030,0
18998,1
5743,0
12145,1
19131,0
591,1
2848,1
12812,1
11876,1
2153,1
13886,1
15499,0
2264,0
8461,1
29579,0
14987,0
26554,0
4891,1
18724,1
23383,1
22440,1
2179,1
26842,0
19374,0
22203,1
8326,1
21596,1
14393,0
12298,1
20757,0
13428,0
1041,1
5099,1
8489,0
702,0
15934,0
15698,1
9085,1
7903,1
18933,0
8799,0
18445,1
23151,0
20556,1
19633,0
923,0
27702,1
20256,0
216,0
16558,0
22476,1
1337,0
20670,1
14811,0
12751,1
8997,1
13536,0
20470,1
16043,1
7042,1
24865,1
23595,1
8071,1
26972,1
21007,0
11834,0
2861,0
19036,0
13146,0
3511,0
15625,0
15943,0
7827,1
4210,0
6835,1
12922,1
26118,0
767,0
24899,1
6207,0
21364,1
13195,0
9294,1
21388,1
1159,1
24198,0
23520,0
10618,1
10396,0
8499,1
24906,0
14412,1
27170,1
12782,1
