,R,Q,A
15795,6.616756207217553,3,1
5235,12.071519711545559,3,1
20775,2.8164834705465633,3,0
23838,1.791922913044997,1,0
21389,4.248358442240642,3,1
19400,5.558608574031743,1,0
8695,1.5990946091599467,3,1
13595,11.44049224213811,1,0
26551,1.9864211993306258,3,1
13045,0.8005858985930518,1,0
29546,3.4095942323694706,1,0
13575,8.51415163298039,1,0
18938,0.524128874291262,2,0
27533,3.7533858326301917,2,0
7023,0.5061533324126055,3,1
8743,3.2806758308671045,3,1
14127,2.9771514771958536,1,0
11663,8.533721289411144,2,0
17367,1.8604113470762327,3,1
24794,8.800611593102523,3,1
13721,3.248988008061744,3,1
23598,0.4711625906612665,3,1
16250,8.730013304546317,3,1
475,2.5768900122445477,3,1
3707,9.941030899257063,2,0
18303,14.134111639541906,1,0
24525,12.680641840423757,1,0
27507,5.697141357995274,3,1
5330,6.182157900669035,2,0
1145,2.4508859205253017,3,1
689,2.4123506463829485,3,1
10868,5.234618075001607,2,0
28129,14.250617219373439,3,1
1332,0.7165770578947167,3,1
29457,10.741095800349258,3,1
21414,9.894178190686967,3,1
4427,3.8387081036460087,3,1
20606,5.4193583608690465,3,1
17710,5.437249910824617,3,1
23156,12.777776257084778,2,0
29429,3.5734771166687747,2,0
24592,5.923862738548149,3,1
25615,2.4140052388437288,3,1
5860,23.25272327099407,2,0
23433,2.9040095385643125,3,1
21377,3.4348024781926045,3,1
23015,3.799780190779938,3,1
9208,6.343567379333551,1,0
26157,7.567270537500823,3,1
12309,1.458106738910387,1,0
27042,5.9232636508218315,3,1
7268,4.685801333093448,3,1
9310,4.3013957094084105,3,1
11127,6.06929959609808,3,1
3892,1.1178833454812536,3,1
28181,14.306000137703695,3,1
7544,16.56615595375643,3,1
14305,9.355486366988002,1,0
9469,2.704708085537686,1,0
24207,6.362990013448135,3,1
5445,2.3865065627352733,1,0
17743,4.05862489386671,3,1
3601,14.835625452030238,3,1
11667,3.5414641926767976,3,1
18528,4.981224961812562,1,0
20857,1.4087495354822746,3,1
29144,11.506816284495669,1,0
13819,5.356058624473671,1,0
1730,0.6516438074711128,1,0
9373,3.263285762113247,3,1
28633,4.057436834205654,3,1
13723,3.9066301934021874,2,0
12214,2.9770314352939278,3,1
7226,4.692573940325208,2,0
4823,3.6821098080296832,3,1
2928,4.068218610471988,2,0
10863,3.5035726330805272,3,1
8136,4.172407930437217,3,1
2831,3.493867841250575,1,0
6925,12.174402571472893,1,0
19099,2.5771962017561463,3,1
23266,21.13702022034009,3,1
29671,3.923612826490244,3,1
18399,3.8358230673927647,2,0
4163,16.707957915230498,2,0
21415,2.1256979964430043,1,0
16620,6.453430614506932,2,0
22257,10.368824788250354,3,0
9069,1.3796753580454335,3,1
18256,6.818757372819853,0,0
29060,6.247733398515369,1,0
13457,0.9980764391912542,3,1
9886,6.352909241555372,0,0
12946,2.400684217185436,2,0
28716,5.697806396363832,2,0
27685,3.361372874126157,1,0
17896,12.53773408861581,2,0
21586,6.640159261530586,3,1
29352,6.111696364071316,3,1
18906,5.462716693926405,2,0
10353,6.298066867447474,1,0
27006,3.938379945268709,3,1
9678,13.717909645101447,3,1
320,5.342914473135959,3,1
13709,4.527120227928211,3,1
11251,1.593442043919819,3,1
26747,5.651240722025163,3,1
11533,5.595254633153756,0,0
13386,11.401393833434348,3,0
14526,2.9400170999602526,3,0
9191,4.070130095163096,3,1
22703,2.747455270737686,3,1
19809,2.0169344218147254,2,0
24261,4.422312751685435,3,1
14844,1.023539838812444,1,0
8214,5.253169700489542,1,0
13393,7.240493874146713,3,1
1591,7.370534089678049,1,0
17996,5.2578648079176915,1,0
16178,2.365552671083938,3,1
595,5.920649975062231,1,0
5135,3.586302423914108,2,0
4373,0.5911627141574471,3,1
27251,3.9581426460168494,3,1
29666,3.588197702198125,3,1
19785,1.797866554718933,3,1
25447,1.4604075654288433,2,0
23054,0.8137238687017869,3,1
3138,2.9053228310314667,3,1
23313,2.86844275854261,3,1
20003,0.7656883592497502,3,1
22775,6.893094492515907,3,0
6086,4.170230782783843,3,1
25306,7.122824568091396,2,0
15401,4.133692560134083,3,1
3257,5.146812870588274,2,0
22737,6.534617422607099,3,1
23592,4.149589957286508,1,0
24342,3.773248994188118,3,0
15761,5.198166431212938,1,0
2962,0.9685908209233336,1,0
5106,2.0387995898823643,3,0
15147,3.1678844025544137,3,1
16193,0.34804765531655424,2,0
11993,4.075913677480207,1,0
13482,2.527713616826583,1,0
29473,4.262389082394591,3,1
25315,15.48907309928614,3,1
18366,0.8592093891006602,3,1
7587,7.101941023671369,3,1
16602,5.465068814369577,3,1
9166,2.3507815276290445,1,0
29248,2.9010311797869823,1,0
8428,1.7772435619133748,2,0
1429,3.9268471423006157,3,1
1262,0.7906956820105704,3,1
10445,10.980597335849707,2,0
27104,2.6029611031719093,3,1
10272,12.002097340715208,0,0
17861,2.2357673041387027,3,1
28638,0.5558167482299029,1,0
23918,17.494493686562965,2,0
18499,6.534107912651525,3,1
21869,8.013470318551018,3,1
16268,6.277669047647289,2,0
18391,7.2966436532897845,3,1
481,5.672769886885664,1,0
26293,3.9681329949939768,1,0
7792,12.856651881458154,1,0
16758,17.53703473751696,0,0
9420,2.387938337232832,3,1
18069,5.9371312112944015,3,1
10538,6.738440541921435,3,1
16881,4.8696210297796885,2,0
22446,4.932253474480817,3,1
17059,2.3167329390185483,3,0
17878,3.853462255408962,1,0
1007,5.87199380840398,2,0
6519,1.4142807926493726,1,0
19804,2.1155132051729764,3,1
9731,4.687437276770307,3,1
18191,6.163771348393317,1,0
25780,14.58392730979779,2,0
29351,5.361905540258478,3,1
9977,15.276920314765496,3,1
19824,8.855958345988928,3,1
23627,7.338859515777017,2,0
6614,4.5457406420476065,3,1
21595,14.011095669019507,0,0
11245,0.3336183658822437,3,1
21235,1.5666337714349605,3,1
14314,10.347986295391621,2,0
1106,7.262053181150709,3,1
15787,7.739258215102331,0,0
3320,19.073571822752566,0,0
19397,3.257191633766851,3,1
19866,3.205502994351159,3,1
25606,2.7719490011193084,3,1
15081,2.4028216880730975,3,1
5854,4.3011360564743395,1,0
8535,1.1826727163039508,3,0
17891,4.404597682108916,3,1
7038,9.417314895537812,3,1
16913,7.780978293877768,1,0
13488,3.7780038748827676,3,1
26133,3.088752160528336,3,0
19754,2.8809803673244287,3,1
21114,8.177572732044984,3,1
5635,1.0029939110919448,3,0
9561,0.65992361356189,1,0
24523,18.739497205025707,1,0
10979,2.8702167675515886,3,0
20679,9.12642154050539,3,1
18026,1.5917313905404011,3,1
22810,9.306368910916241,3,1
27776,8.049563096516906,0,0
24852,9.066568238237188,2,0
29626,10.88481246505407,2,0
16450,3.7840112256916085,3,1
12128,4.422060950215564,1,0
25033,8.365687201774591,1,0
560,6.835432483611134,3,1
804,1.9469354911019934,2,0
9393,7.454025506926383,1,0
2433,1.918919017741265,3,1
27650,6.381284420792703,3,1
9447,7.9794738480955285,3,1
16511,7.289462991156977,2,0
17636,1.8347828053405582,0,0
12578,5.882067526793532,3,1
20779,4.02770771056225,1,0
8194,6.306675152499041,3,1
4622,9.333721946249586,2,0
4398,16.46691147657985,3,1
20868,10.721441215581129,2,0
1136,2.763157049764331,2,0
25671,7.774795451355437,3,1
22744,2.25255907835332,2,0
6036,6.198093374743499,3,1
18985,0.9589861976285534,3,1
23717,1.1922204462395078,3,1
14512,2.9855306214827886,3,1
15568,6.133415214903063,3,1
11999,10.146085638840553,3,1
16925,1.5285393190654681,1,0
24369,2.0588920319263146,3,1
8734,3.6921961950400086,1,0
22428,8.028204970495636,3,1
17837,8.003026542082589,3,1
25917,14.10579622414259,3,1
27878,3.3038012738624674,0,0
17821,19.001565906409194,3,1
21105,3.0163685170752013,3,1
18627,3.45541843429429,1,0
24697,11.464471270991872,3,1
10195,5.540904263485908,3,1
343,3.273413826393688,1,0
29237,3.6191133940445206,3,1
19597,5.214889342466932,3,1
4750,5.863430806421903,0,0
5882,3.6042467664215785,2,0
20396,4.551138315835102,3,1
6094,2.9801629642845358,1,0
9803,2.379639300766998,3,1
16419,5.146886414148521,2,0
18734,4.070179509655111,1,0
28902,9.803396774004593,3,1
26032,8.757536625189093,3,1
7931,7.156908901869611,3,1
6511,6.806318231297922,3,0
25104,3.197854042538413,3,1
1635,1.7420965431997448,2,0
2599,4.851445419773394,2,0
1061,14.098840744616156,3,1
11377,9.229090468019697,3,1
9211,5.105342693057108,3,1
3700,5.575812926120413,0,0
25097,4.219815566978175,2,0
22485,9.729282932516409,2,0
18495,8.95009243586297,2,0
10157,9.531176140372684,3,1
26528,1.848318504676699,1,0
19765,12.865036191044911,3,1
10105,1.003202899918685,1,0
8408,3.6325617665652774,1,0
20322,1.1293632777384475,3,1
2526,3.928478882923579,3,1
1435,4.797073498301697,2,0
12279,2.03097295221202,1,0
29365,13.085985049670082,3,1
12924,2.6880144078870183,3,0
2022,5.02785364500962,1,0
28033,16.11898758660174,3,1
16832,3.5509545562515936,2,0
28886,3.3575758873515484,3,1
12574,1.695119309465695,1,0
26176,5.598790102538022,3,1
20541,2.288951237819793,2,0
9966,14.11237382648001,3,1
10403,3.5021814565097333,1,0
4124,6.234060063787316,3,1
29955,9.62107962223112,2,0
4160,5.046084825741012,0,0
7183,3.0629435534832057,1,0
29270,3.6809675564649833,3,1
29682,10.702093181637293,3,1
29879,0.9589690977159193,3,1
53,6.384382845969192,2,0
13969,8.454835925186458,3,1
15849,6.428869427020792,3,1
4907,4.185010937435879,3,1
15422,2.1219173811065803,3,1
19489,9.424082792356643,1,0
26782,2.572886857309065,3,1
28456,11.438618505498555,1,0
18919,5.922122754413703,2,0
27567,1.6979144355663698,2,0
9679,13.247046212120114,1,0
6282,4.9228353974241505,3,1
10253,11.790773870642113,3,1
12163,9.891288295389746,2,0
4315,4.70461448671577,0,0
20224,13.30208991014592,2,0
10125,9.616739546991363,1,0
20041,3.6599119901908583,2,0
5450,9.137320520061031,2,0
14278,8.20734143517915,1,0
25687,2.722769179237095,2,0
3256,10.467234137006647,2,0
26449,8.935424946100444,3,1
21749,2.0767116155561105,3,1
25531,2.476718636193019,3,1
15127,19.917113458035516,2,0
15304,2.3514954849028977,3,1
16887,8.118199683417405,3,1
28261,9.48211956863626,3,1
15525,4.231018764020273,3,1
22096,2.7137664654966893,0,0
14514,6.256317965051862,1,0
26637,2.682477691238267,1,0
4256,4.362846650128099,1,0
7790,3.626403284949522,3,0
19119,10.698413744989963,3,1
2699,2.3719814855447225,1,0
2087,2.5970945245203745,1,0
10905,8.332882849485074,3,1
20650,3.105587405784111,2,0
15408,5.352317931223334,1,0
15472,2.369011391768523,2,0
10305,3.0477476326900503,1,0
2567,4.097602208742298,3,1
29464,2.904942063029088,3,1
3830,7.101928192497119,3,1
17418,7.791339911395877,3,1
713,5.685032831837395,3,1
23971,3.984061375407954,3,0
17048,3.169112653257253,0,0
21926,9.82034967752304,3,1
2028,4.469427271372067,3,1
2904,0.9751015711689184,2,0
24839,10.682544695253197,1,0
11232,3.8564147971395037,2,0
15913,1.490863995558681,1,0
19530,6.331672223440426,3,1
28209,10.48346221634288,3,1
17669,3.9257634206462546,1,0
27642,5.213202659842936,3,1
26202,4.166101539966114,2,0
1765,15.960726496715232,1,0
17534,7.312273625020826,3,1
12202,5.053918968652251,3,0
11144,1.6866440715627566,1,0
16435,12.83466003234864,2,0
3060,5.860360076502536,2,0
1479,7.688070354748798,1,0
23242,1.945809644381164,1,0
3799,2.2643127464608708,0,0
6972,14.145609207581229,2,0
4953,5.404030516645174,3,1
19086,3.216202271635954,2,0
10960,5.638879423468795,1,0
10022,2.5759025890684164,3,1
14900,6.59727153012367,3,1
19347,2.04026136396497,3,1
12308,4.751795648782006,1,0
1309,2.3475910855925726,1,0
24891,3.691429698605102,2,0
10030,4.623496778812822,2,0
23406,3.0352005479610167,3,0
15444,9.45341619901975,0,0
24874,2.6797047816311306,2,0
9880,2.707507762448712,3,1
11037,4.219198408476086,1,0
14841,2.7743666923838566,2,0
13997,1.17156377771679,3,1
12768,4.674488819690971,3,1
10389,1.8310138339586115,3,1
12918,1.4682236640459059,3,1
4587,4.405305000347795,2,0
8603,2.8709852128442317,3,1
16703,12.129098586060566,2,0
23756,3.6229417958941452,2,0
15937,5.743203094522446,3,0
10221,3.009445956337329,1,0
28351,9.996032638895121,3,1
24805,2.982342631741421,0,0
9074,11.735632538164452,3,1
2073,6.386004261810665,1,0
10823,17.158628838682738,3,1
25289,17.128206150938823,2,0
10933,7.407930006467128,3,1
29887,4.243780741154521,3,1
13317,9.200052967221666,1,0
29811,1.7980916674955334,2,0
18019,0.7018435127257134,2,0
14721,9.585411140302613,3,1
8779,2.4594478040468806,2,0
17169,6.704076292354538,3,1
23625,9.15896914489226,0,0
15149,14.848509850037907,2,0
4014,1.9265710021096383,1,0
11540,1.6996576312611913,3,1
27343,7.783557068025386,3,1
15652,1.560463102776121,3,1
14515,2.312797422779861,1,0
2438,9.630839555866745,1,0
17794,2.2893149781536453,3,1
23455,1.7097388798858892,3,1
234,11.48946183800902,1,0
24094,8.263971725917362,3,1
26182,7.576742509810713,3,1
13315,4.589107425143805,3,1
11482,4.416454338587278,1,0
15049,8.292398197582012,3,0
21120,14.455436318185168,3,1
979,5.276247753444355,3,1
22045,16.33551176729707,2,0
11508,11.175850254285455,3,0
13704,7.8254273899626146,1,0
20276,3.6930615616851004,3,1
7530,8.221968162067006,3,1
25036,12.90754585142785,3,1
20124,2.5451800095596226,1,0
9179,2.2355939360081307,3,1
16380,13.953016967709836,3,1
25906,2.783373596783049,0,0
3779,1.6871601429835805,3,1
29432,4.054064393743339,0,0
2909,3.1640158080400616,2,0
10080,3.9622268063127537,3,1
28334,2.2685462815463184,3,1
4117,9.644476109890716,2,0
19109,3.3665889254671457,1,0
69,21.89399336634861,2,0
8460,6.890729772872895,3,1
10118,26.117978808958142,3,0
24201,10.704252775819256,1,0
5053,4.640471932431239,3,1
17998,10.080414454708059,3,1
10460,7.593959120458787,1,0
26246,10.540248745233889,2,0
9286,12.847649003281706,3,1
19733,3.782228015253856,0,0
20118,1.2532594880227093,3,1
28953,4.9898002569785325,2,0
24560,3.102684379796395,3,0
6634,7.307328805949641,1,0
11930,8.672381533271563,3,1
14256,5.607305067900764,1,0
26891,5.711485628129517,1,0
15888,3.71781205032224,3,1
8720,1.0238401455435158,3,1
20685,11.040391362054146,2,0
26685,8.151721336636585,3,1
9098,8.492489692592791,3,1
4976,5.887063108603552,3,1
5732,8.28004374912658,2,0
2895,2.395508877509886,2,0
23352,1.1654406395486463,1,0
16271,0.7949423663883284,3,1
29903,3.9820450610274554,3,1
3853,10.99917773366707,2,0
23716,7.276415355812715,0,0
21149,2.874021968026097,3,1
27957,5.840367640838435,3,1
20790,1.7510121621438237,3,1
11357,0.521292938593746,1,0
1739,3.0098246434228377,1,0
18183,4.141767464697782,3,1
9995,9.050763389887365,3,1
24337,2.512478309272412,3,1
24871,7.345125474647803,3,1
14502,1.1404581461222818,3,1
29747,10.52354085079143,3,1
23754,5.304569282309275,1,0
16109,10.504650558122748,3,1
15553,2.1345271523601133,1,0
19248,3.1755066934767022,3,1
2390,1.7306139605453459,2,0
21610,16.02413458226603,1,0
20097,2.2678590803106653,3,1
22758,6.555293961043912,3,1
117,1.1285991740595658,3,1
6423,5.049316247872783,3,1
803,2.403159813358496,2,0
2378,8.404361368727276,3,1
12996,8.06292782083388,3,1
13123,5.610732780877572,3,1
25182,2.607725759616797,2,0
18197,4.74298706768549,1,0
1422,5.013084678190774,0,0
29985,8.15944429903385,1,0
21017,13.091570791899887,3,1
8317,3.6073853275168553,2,0
9046,2.169432158493821,3,1
18750,9.869501915993684,3,0
1461,12.64255126241721,3,0
13764,7.69292090202755,1,0
11162,5.92143244629994,2,0
7165,3.407573187367586,2,0
28677,5.329904756700069,0,0
5513,15.191966025898953,1,0
16935,6.413978063003535,2,0
1594,3.060366299892414,3,1
196,6.775848953166944,3,1
12903,2.9413269709852012,3,1
13992,4.486115796215882,3,1
1548,1.6377995870601394,2,0
17776,5.98560201076428,3,1
28352,6.457256432191269,0,0
6577,3.241641346923705,2,0
29272,3.8563503396537326,3,1
11852,2.347847064864321,3,1
18884,3.118414174544284,1,0
18764,0.7343754264884115,3,1
6870,14.359429169920103,2,0
11927,1.281366182166325,3,1
27986,3.7997957706916217,3,1
9702,2.1593871143019263,3,1
18941,5.32042700902872,3,0
16813,2.0444241421724176,2,0
10098,4.10460073218006,3,0
28724,6.588072027219804,3,1
18632,7.307121251806932,3,1
9133,1.1241484664209556,0,0
7559,10.573574810229687,3,1
20526,3.6822398871540405,3,1
9617,1.9858970849204725,1,0
19407,9.252933794941303,3,1
17890,10.126610898882971,3,1
4780,5.407748832036496,1,0
6112,3.0945555702249115,2,0
26675,8.371141265320052,3,1
12439,5.2656406022091335,2,0
13180,0.7982261181054509,3,0
4895,3.9183055379378238,1,0
20539,4.815377430634949,3,1
8380,0.33538018005789233,0,0
27290,0.967118714249072,3,1
5011,10.094317590983549,2,0
27496,5.676890893363488,2,0
10605,2.5459861004805773,1,0
26651,6.4477447800702485,3,1
7937,13.553214686838015,3,0
19039,0.5663341524365085,3,1
27664,4.323028173633938,1,0
28782,17.895043479817936,2,0
192,4.952718278076571,3,1
12849,11.169454215819437,1,0
9532,3.671145067784292,3,1
22031,2.542342467359684,1,0
13938,4.729473923584541,3,1
1513,3.285897650835517,3,1
7932,2.7343308536536908,1,0
20019,4.7991052011519795,3,1
29326,7.800158367800779,3,0
6721,4.327669168996691,1,0
16869,2.7229060610008635,3,1
28605,4.569631617637039,3,0
19136,2.5509584527164404,3,1
11103,7.573472468135089,0,0
11060,4.605557653036049,3,1
1731,12.040870919165418,3,1
6020,18.30065450593603,1,0
5273,3.6806110515554664,3,0
1819,13.375456163109442,3,1
19849,0.5552411649772775,3,1
26709,5.067120813970667,0,0
16530,2.675702287681599,1,0
26048,4.547861452045908,3,1
5198,2.4249436932861417,3,0
3665,1.0537920461824881,1,0
9868,1.5478498477172051,3,1
4205,10.412919802741976,1,0
24101,0.8458633735111944,1,0
27762,7.6551463357375304,2,0
25672,1.2008785585906239,1,0
7254,8.62854496933016,3,1
3789,14.84522861052769,3,0
8623,9.580184636716071,2,0
5894,3.669329754717916,3,0
9764,3.82395026766432,2,0
4322,6.52893531792609,2,0
22823,14.641051881006344,3,1
19363,5.959108072596968,1,0
3131,2.2108080767287706,1,0
14375,2.2776069155850247,2,0
28264,6.392764609726875,3,1
10103,5.639541186303832,1,0
4273,20.419052393150718,2,0
5255,3.9205761122540053,1,0
16666,3.3629361086669975,1,0
2223,8.69025191107523,2,0
12484,0.9330895983585461,3,1
6174,4.507828826370088,3,1
17204,3.49931096567354,2,0
20917,6.056988577972919,3,1
11704,7.0027080577236145,3,1
20888,3.403159631903015,1,0
16916,7.810421900946258,2,0
11798,11.75999624634969,3,1
11436,2.0608055763412616,3,1
11384,10.433454968356887,0,0
11418,5.419834119942197,3,1
13899,3.176128127277318,3,1
12701,8.74931865909534,3,1
13937,8.86041502986046,3,1
29443,27.726224205259257,3,1
10457,5.391019338861561,3,0
29057,8.808199057225396,1,0
533,1.2273033751636382,2,0
11932,15.99605604390238,3,1
14271,9.871148729049121,3,1
14100,2.363226144859171,3,1
26525,2.9520109164909525,2,0
2821,7.205573132770583,3,1
1957,12.988037461510025,3,1
22394,5.622577739635347,2,0
9017,10.056585541425491,0,0
966,7.7820408080866175,3,1
11445,4.892399680182557,3,1
24626,3.4283457628618716,0,0
8915,6.940581099108736,3,1
6360,3.9671582267082366,1,0
17693,2.529019046882945,1,0
4538,2.0686819729528896,3,1
20169,2.372762056909287,2,0
25467,5.1915516939715145,2,0
13683,1.2883612860847937,3,1
1711,5.576985975009261,2,0
14080,12.84006876519668,3,1
22057,5.681766719364127,3,1
7517,8.780561216765944,3,0
27338,1.9070619190569538,1,0
13511,6.4601605658757375,2,0
21089,2.686441386784162,3,1
19457,2.8050408280389973,2,0
25787,2.527733241927443,1,0
27095,2.977019364553974,3,1
7236,6.563565233689792,3,1
25163,13.554407977182759,3,1
18296,4.606566475830785,3,1
15748,15.171026846411383,1,0
22806,15.989421289378699,1,0
2938,5.915575674214622,3,1
18730,11.356554358038768,3,1
29661,7.27924191752278,1,0
10132,3.4210877708562784,3,1
17877,1.1340906881121822,3,1
10565,8.19565729687584,3,1
13625,8.82232187808693,3,1
27851,6.845728505479399,3,1
617,3.5184464195242926,1,0
4573,2.693702348302467,3,1
20035,12.72934744038647,3,1
3485,10.762610164015939,3,1
6383,13.769542814215425,3,0
8094,3.5487640152476567,0,0
10437,3.0844194230572173,3,1
15511,5.627529076436996,3,0
13630,7.724637360566517,2,0
7665,2.869198697671047,2,0
2580,8.191627168394088,3,1
2262,1.9736025854389831,2,0
2021,2.435518503329348,3,0
27802,6.376975219031831,3,1
9305,0.866434484442577,1,0
29684,14.837035936398996,2,0
28087,4.015681793800458,3,1
14264,8.947701810745826,3,1
2538,7.425698703905933,3,0
29356,10.370033731151224,3,1
10394,5.221016107864478,3,1
20109,10.684095866018069,1,0
18817,2.3545494719466658,1,0
17404,20.797302852829496,3,1
25735,3.5003143649999418,2,0
1160,3.1565095213406877,3,1
17822,5.270732598664192,3,1
21156,9.923512254740116,3,1
21932,15.033341936092324,3,1
7744,1.9986884861848644,3,1
10724,1.9257565916676305,3,1
15396,1.0353062693545474,2,0
13183,5.637148301118994,3,1
1796,6.911324257940324,3,1
15918,1.1855166900093945,3,1
29275,13.637517693927592,3,1
3410,4.416169025840216,3,1
24565,6.5616345300070495,1,0
18664,5.456716583741591,1,0
21933,18.97248990441383,1,0
21700,5.88032510870727,3,0
28670,1.884205879140093,3,1
23114,2.8631838546249133,3,1
13339,8.572770037512033,3,1
2545,4.080463343762919,3,1
22804,0.4861580916175713,3,1
27613,4.150606372507077,3,1
16023,1.2486339003423201,3,1
18059,2.643139461313318,2,0
15863,2.621264720252625,2,0
6220,6.782636513367148,3,1
3910,4.418121145194965,3,1
27910,6.6606904396816855,3,1
27531,5.023192975745449,3,1
29216,2.4252617261542366,3,1
4108,7.076150952979903,3,1
724,2.5318642911462304,3,1
9429,3.9047843631434054,0,0
19810,2.7256142376681245,0,0
13803,7.856927610032398,3,1
4109,1.9239362001824953,2,0
19302,1.247150668173878,1,0
775,2.8305725238264925,1,0
3704,2.741829574724275,3,0
25879,6.444073550487925,3,1
11010,0.822228155461669,2,1
10016,14.770335294286001,3,1
872,11.416220022448927,3,1
3334,19.29618157998788,3,1
5094,2.481684227852126,3,0
14337,4.391256729154673,3,1
1078,3.405703323665299,3,1
13895,7.225393477435186,3,1
15361,2.033052240755557,2,0
1768,8.299438671260226,3,1
25143,6.088105359515211,1,0
26618,11.392576340707755,2,0
26451,14.663922145707717,1,0
22573,3.030953936318972,3,1
14767,5.008236708135237,3,0
14312,2.0435155097399686,2,0
23792,2.0283178619045925,0,0
7563,5.860959179650907,1,0
25969,6.378492761272581,1,0
18710,5.273305203511906,3,1
14817,3.4819770146869162,3,1
7373,2.232476900824773,1,0
395,3.684283743191056,1,0
6123,0.6103170512591302,0,0
26902,5.406026174730147,3,1
1859,1.7313011534968539,3,1
1744,0.07758145537635654,1,0
25154,2.492032734743878,2,0
17062,8.955718314490158,1,0
3812,5.216065099795473,3,1
4289,10.763267034365327,3,1
17090,5.555427401158774,1,0
8382,7.305880649500214,3,1
24026,14.669544447279232,3,1
2128,4.441474181830181,0,0
299,2.2443553177268916,3,1
22053,7.976836025835194,2,0
19701,10.05988316176579,3,1
9981,14.470290967351136,1,0
20595,1.4083579334094447,3,1
14309,4.054083447678683,2,0
6685,5.8188828034795606,3,1
29968,2.9131373372654275,2,0
8296,3.2198772690925077,3,1
7880,12.990774977913194,0,0
10142,9.663299309687101,1,0
5936,4.82000563375437,2,0
6814,3.7844703846533427,3,1
13534,0.059129320166341294,1,0
22722,1.917207611979828,3,1
27442,5.272083832290519,1,0
18790,3.853536103133594,2,0
18975,8.071976980982337,1,0
5479,8.574423912305551,2,0
9079,1.841872887848667,3,1
10488,5.337273986237454,3,1
9592,23.2050259493367,2,0
20315,8.565443925760912,1,0
11052,12.889816635290234,3,1
9969,7.5800470544964025,3,1
26603,16.588888822911798,3,1
24651,0.7643286438388017,2,0
8588,10.749660878102034,0,0
17445,1.8854232807107598,3,1
12956,7.340275220299533,3,1
10185,0.9983609265846637,1,0
12272,2.02569784170677,3,1
6229,6.802623850200369,1,0
28540,3.437491744363431,3,1
19679,7.576817153256244,1,0
9066,4.439173952905875,3,1
28236,8.337695203581124,1,0
13951,9.522404336675608,3,1
28821,9.745091679086473,1,0
17927,3.599345525028034,3,1
26010,4.48509458222183,2,0
25004,10.06670429314921,3,1
7547,4.10068487762924,3,1
12745,1.8746505894677497,1,0
10984,1.3999270030804525,3,1
9670,5.922231997618372,3,1
23558,1.461595478613929,3,1
17722,4.013486082545848,2,0
20255,3.2182948526180746,2,0
25266,6.850660134860085,3,1
17744,11.472948348870924,2,0
1552,7.676731394753587,3,1
2698,12.431997489945076,1,0
21275,9.409741145105773,3,1
12060,14.376042349255728,3,1
19485,1.5048693436754106,3,1
17270,5.821737164197232,0,0
27058,4.5978432065992925,3,1
6119,1.7614343676702915,1,0
10238,16.88277922298586,3,1
4065,3.6257733846466405,1,0
2356,0.5695598167259961,2,0
1828,2.1761211850616204,3,0
9994,7.018337571318364,3,1
8928,2.6611375418126935,3,1
2635,8.763870445987614,3,1
9042,8.341720113373713,3,1
19269,4.177584249282155,1,0
2368,3.5117276300338096,3,0
22223,7.702981778779378,3,1
14541,1.5435685804661572,3,0
29990,4.521021493975812,3,1
7867,5.890623978656132,1,0
19837,1.5090801166907106,1,0
6645,4.384627854644431,3,1
1474,13.49420631500464,3,1
16600,2.673728343340266,3,1
14780,4.5136043168233115,3,1
7138,2.974304757138449,3,1
13042,4.971437590685325,3,1
2710,3.689191419580409,2,0
973,1.928667748520927,3,1
28879,4.032566010644878,1,0
24033,1.5985126405234098,0,0
11152,1.747439205300731,3,0
27875,0.790710024211057,3,0
16062,3.72063304455735,2,0
9858,2.757114837414452,3,1
10513,1.1763128457120922,2,0
11630,3.538103140406752,2,0
5590,7.573147007266311,3,1
19022,2.73955748618343,3,1
29064,0.5095818306828982,3,1
1936,6.358087002031898,3,1
18741,8.878196806050749,3,0
8672,1.68379892590477,3,1
27388,7.2476682305618585,3,1
976,14.982188119212378,1,0
26763,4.545566995119482,2,0
11239,3.5422767439787624,3,1
18395,8.894552741623652,1,0
21103,5.627230843308904,1,0
18201,4.101275124695309,2,0
26491,3.2503113231931637,3,1
20063,17.089087055066276,3,1
1251,2.2643487463647247,2,0
13981,2.0346851294117054,3,0
9544,2.1156201280868103,1,0
3551,7.245196939259799,3,1
24433,5.840018440005862,2,0
26616,6.133804497669639,3,1
23396,9.781236064369,3,1
14297,4.657469121298796,3,1
9534,3.502631923240588,3,1
5579,8.18998730003096,3,1
13551,0.711106553796568,1,0
451,5.84827614850086,2,0
22786,0.8911080228852295,1,0
14307,1.5149595427536713,2,0
23872,1.4608731864982518,1,0
10101,5.326741376707091,2,0
2482,2.130067487650281,0,0
19852,6.934868757715055,3,0
24264,6.39573281533158,3,1
10523,6.142177829586995,2,0
25440,14.673255781008361,1,0
404,1.0696655481000668,2,0
4982,6.820498094605655,2,0
27981,7.550193080165669,0,0
9070,1.6489300075210185,3,1
20504,10.171518120019813,3,1
28188,22.13176231822535,3,0
22921,5.824791480645854,0,0
23580,6.174216747423825,3,1
15739,3.99656110266502,3,1
16659,7.463902741167917,3,1
8075,4.451450378443083,1,0
3267,1.8370612859149036,3,1
17143,9.079687837725196,3,1
23044,1.9676197264984312,3,1
12665,4.268027302282846,3,1
4307,6.181861246056201,3,1
8516,4.964904922389087,2,0
11164,2.293123862772221,1,0
